company_number,charity_number
CE001712,1158404
CE014238,1178560
CE009700,1172200
CE005901,1164918
CE015554,1180592
CE013420,1177392
CE014808,1179458
CE003045,1158734
CE007950,1169388
CE011981,1175565
CE004055,1161538
CE013998,1178236
CE010988,1173305
CE011556,1175085
CE002364,1158049
CE015063,1179825
CE013214,1177126
CE014911,1179605
CE014290,1178629
CE015572,1180615
CE002326,1157963
CE005841,1164796
CE015255,1180130
CE002356,1158033
CE014447,1178960
CE014551,1179061
CE005370,1165502
CE009559,1171014
CE005714,1164562
CE015207,1180058
CE015175,1179999
CE014539,1179040
CE009255,1170556
CE011638,1175220
CE006453,1166665
CE011695,1175697
CE012968,1176734
CE009841,1172434
CE001005,1155981
CE012791,1176455
CE005564,1164287
CE011409,1173959
CE014045,1178301
CE007241,1168611
CE007027,1168246
CE014753,1179365
CE012280,1174757
CE006072,1166252
CE000470,1152399
CE008976,1171411
CE005890,1164898
CE008083,1169606
CE002036,1157297
CE014056,1178318
CE013044,1176843
CE013114,1176955
CE011086,1173465
CE010141,1172717
CE009807,1172383
CE011039,1173374
CE006144,1166381
CE008235,1169653
CE010195,1172793
CE005692,1164519
CE009954,1172985
CE008175,1170149
CE006056,1166227
CE005993,1165078
CE003649,1160778
CE013338,1177269
CE007774,1168071
CE010143,1172720
CE005149,1162863
CE012957,1176718
CE007637,1167844
CE002588,1159855
CE003492,1162057
CE007350,1167373
CE005452,1164047
CE008581,1168821
CE011042,1173380
CE002039,1157302
CE012318,1174810
CE001298,1154308
CE001615,1158220
CE010647,1174043
CE006721,1165732
CE011720,1175736
CE009616,1171101
CE011163,1173591
CE005006,1162614
CE000597,1152975
CE002425,1159503
CE003493,1162058
CE001503,1154942
CE009561,1171017
CE009799,1172370
CE001577,1155190
CE000263,1150934
CE007377,1167422
CE003605,1162268
CE001071,1156164
CE005527,1164225
CE012665,1176278
CE012754,1176402
CE012555,1176108
CE004767,1163698
CE012384,1174910
CE005078,1162744
CE009963,1172999
CE005346,1165455
CE001250,1154134
CE011636,1175217
CE008851,1171203
CE000281,1151109
CE006866,1165954
CE010670,1174084
CE011698,1175705
CE001932,1157070
CE008729,1169065
CE008899,1171275
CE000019,1153153
CE009706,1172209
CE009690,1172184
CE012866,1176573
CE008228,1169641
CE001476,1154862
CE003688,1160860
CE014027,1178273
CE012871,1176580
CE001953,1157112
CE004113,1161647
CE013811,1177969
CE003669,1160821
CE002290,1157873
CE009374,1170735
CE006262,1166566
CE008747,1169099
CE003019,1160477
CE011355,1173881
CE013625,1177688
CE011199,1173649
CE009863,1172466
CE003720,1160916
CE014363,1178837
CE001329,1154403
CE008940,1171354
CE005633,1164423
CE000131,1153607
CE010043,1172561
CE010219,1172829
CE005643,1164438
CE005223,1165232
CE014201,1178509
CE011334,1173845
CE006173,1166434
CE008168,1170137
CE007062,1168304
CE010836,1174354
CE003222,1159131
CE014498,1178703
CE015327,1180230
CE009336,1170685
CE008300,1169764
CE008045,1169544
CE005366,1165493
CE003119,1158910
CE013162,1177031
CE003151,1158960
CE000538,1152679
CE008296,1169758
CE008266,1169710
CE005020,1162634
CE007388,1167443
CE006331,1167083
CE007313,1167306
CE001310,1154345
CE013364,1177307
CE007581,1167751
CE009126,1170338
CE003356,1159406
CE007836,1168174
CE013099,1176936
CE001582,1158170
CE001148,1156362
CE006113,1166330
CE007459,1167550
CE011502,1175012
CE001284,1154252
CE006574,1166883
CE000581,1152863
CE003458,1162004
CE006615,1166956
CE012240,1174696
CE006897,1166009
CE007152,1168463
CE002630,1159927
CE005271,1165318
CE006552,1166853
CE004192,1161803
CE000217,1153904
CE006069,1166248
CE010924,1173208
CE004505,1163879
CE000145,1153640
CE008865,1171223
CE009433,1170826
CE011654,1175242
CE005397,1165540
CE010183,1172778
CE002977,1160392
CE011414,1173969
CE001044,1156090
CE004371,1163218
CE002880,1160195
CE000381,1151855
CE009727,1172241
CE011090,1173471
CE001051,1156114
CE002617,1159902
CE013365,1177308
CE007812,1168136
CE002117,1157494
CE012105,1174487
CE006080,1166265
CE012944,1176696
CE000352,1151677
CE010444,1171840
CE006784,1165829
CE006364,1167134
CE008139,1170083
CE008680,1168977
CE007158,1168474
CE012788,1176451
CE002834,1160106
CE009449,1170853
CE005876,1164871
CE005922,1164953
CE007041,1168274
CE011429,1173993
CE004864,1162362
CE009338,1170688
CE012530,1176067
CE001279,1154238
CE004654,1163506
CE009078,1170259
CE008419,1169951
CE001682,1158343
CE009172,1170426
CE006619,1166961
CE000326,1151516
CE002499,1159659
CE008984,1171422
CE002335,1157981
CE005649,1164447
CE012310,1174799
CE009488,1170917
CE001381,1154591
CE011892,1175418
CE005460,1164066
CE003907,1161283
CE008827,1169219
CE006065,1166244
CE007380,1167429
CE001512,1154979
CE011316,1173821
CE006658,1165633
CE003336,1159375
CE006247,1166543
CE007468,1167574
CE003485,1162046
CE000308,1151295
CE003639,1160760
CE013397,1177350
CE010907,1173171
CE013340,1177272
CE003448,1161984
CE009535,1170983
CE010194,1172792
CE006657,1165632
CE006717,1165727
CE000433,1152172
CE011597,1175154
CE008110,1170044
CE001605,1158204
CE008283,1169742
CE012152,1174556
CE004769,1163706
CE010856,1173090
CE008462,1170022
CE010128,1172697
CE012650,1176259
CE002214,1157721
CE001320,1154380
CE007703,1167954
CE006001,1165089
CE006822,1165888
CE000030,1153228
CE003071,1158787
CE009649,1171150
CE008153,1170112
CE002309,1157921
CE004171,1161750
CE005146,1162859
CE006205,1166487
CE005365,1165490
CE005802,1164722
CE004861,1162358
CE002028,1157277
CE009822,1172399
CE005172,1162901
CE008289,1169751
CE007641,1167854
CE006708,1165717
CE012166,1174578
CE007579,1167748
CE009037,1171508
CE007136,1168437
CE012602,1176181
CE001268,1154210
CE011942,1175501
CE002768,1160703
CE013061,1176873
CE010573,1172048
CE011579,1175123
CE002927,1160306
CE010435,1171823
CE005339,1165441
CE003487,1162048
CE010037,1172552
CE002488,1159634
CE010781,1174269
CE003498,1162067
CE001391,1154617
CE007773,1168070
CE004301,1163100
CE009631,1171121
CE002733,1160615
CE011016,1173337
CE006469,1166690
CE000141,1153630
CE012281,1174758
CE007877,1169255
CE008763,1169129
CE004705,1163587
CE011684,1175680
CE000177,1153740
CE001690,1158361
CE008569,1168804
CE010182,1172777
CE006728,1165746
CE001895,1156985
CE011555,1175084
CE001659,1158306
CE008344,1169830
CE008716,1169045
CE006723,1165736
CE000587,1152928
CE010434,1171822
CE004295,1163085
CE010690,1174115
CE005529,1164229
CE008850,1171202
CE003453,1161991
CE009507,1170939
CE000706,1155487
CE003422,1161931
CE007905,1169304
CE007557,1167717
CE001536,1155049
CE012793,1176457
CE011065,1173424
CE012688,1176310
CE005508,1164158
CE011997,1175592
CE009714,1172220
CE011479,1174978
CE007028,1168249
CE008800,1169184
CE005504,1164152
CE004086,1161603
CE006492,1166725
CE002997,1160430
CE006699,1165703
CE001182,1156461
CE010114,1172679
CE011521,1175039
CE001481,1154876
CE002433,1159532
CE001062,1156136
CE003431,1161949
CE002652,1159990
CE006646,1167004
CE000745,1155601
CE006133,1166364
CE000633,1155242
CE010846,1174369
CE010433,1171821
CE008966,1171397
CE006358,1167123
CE005800,1164720
CE004158,1161726
CE010575,1172051
CE001111,1156261
CE007749,1168032
CE002697,1160556
CE003978,1161409
CE004776,1163717
CE006662,1165641
CE000116,1153562
CE003725,1160924
CE010260,1171560
CE006121,1166348
CE008128,1170069
CE005199,1162949
CE000773,1155682
CE003343,1159387
CE009719,1172228
CE011159,1173585
CE003180,1159024
CE009657,1171164
CE013163,1177032
CE008360,1169852
CE004944,1162509
CE012372,1174893
CE010154,1172738
CE002141,1157544
CE003469,1162021
CE007928,1169352
CE000777,1155690
CE003568,1162190
CE010394,1171764
CE012120,1174511
CE008096,1169626
CE005655,1164458
CE011055,1173398
CE005942,1164986
CE004411,1163291
CE001810,1158648
CE011984,1175569
CE012304,1174793
CE001814,1158652
CE000542,1152707
CE006749,1165782
CE009831,1172416
CE000971,1156790
CE011614,1175185
CE002674,1160515
CE003834,1161149
CE005022,1162639
CE002094,1157435
CE003535,1162135
CE001055,1156123
CE005851,1164819
CE008444,1169995
CE002647,1159980
CE002350,1158007
CE004923,1162471
CE000990,1155934
CE012594,1176171
CE007525,1167658
CE009710,1172213
CE008746,1169097
CE010453,1171857
CE013140,1176994
CE000348,1151662
CE009015,1171474
CE011004,1173322
CE010381,1171744
CE008778,1169150
CE008570,1168805
CE003932,1161323
CE006307,1167043
CE006044,1165177
CE012934,1176682
CE002024,1157270
CE000624,1155203
CE001444,1154776
CE012891,1176610
CE004738,1163650
CE005588,1164337
CE008456,1170013
CE008038,1169527
CE005616,1164389
CE000043,1153313
CE004373,1163220
CE010598,1172098
CE005496,1164131
CE006645,1167003
CE009558,1171013
CE004263,1163009
CE010188,1172786
CE004890,1162416
CE005313,1165400
CE010696,1174125
CE012383,1174909
CE009191,1170460
CE011201,1173652
CE009207,1170483
CE008526,1168725
CE007748,1168031
CE010661,1174063
CE006720,1165731
CE011244,1173716
CE007835,1168172
CE011187,1173633
CE012583,1176152
CE007204,1168553
CE007409,1167471
CE009800,1172371
CE002414,1159474
CE011150,1173572
CE008527,1168726
CE009234,1170525
CE011576,1175118
CE004091,1161608
CE010653,1174055
CE006738,1165764
CE008206,1170197
CE009165,1170412
CE003676,1160835
CE007978,1169432
CE003849,1161178
CE001994,1157210
CE011257,1173739
CE009505,1170936
CE007989,1169444
CE004512,1163895
CE007775,1168072
CE005721,1164574
CE008884,1171250
CE005683,1164506
CE002898,1160237
CE010150,1172730
CE009327,1170671
CE005049,1162691
CE010329,1171667
CE004714,1163607
CE005542,1164253
CE007585,1167756
CE006308,1167044
CE012745,1176390
CE010963,1173270
CE003259,1159203
CE006543,1166824
CE006182,1166447
CE009659,1171168
CE013157,1177021
CE010516,1171960
CE008172,1170144
CE002299,1157895
CE004851,1162341
CE009151,1170392
CE009028,1171494
CE008011,1169481
CE012984,1176753
CE003123,1158918
CE009661,1171171
CE012633,1176230
CE003325,1159359
CE007521,1167653
CE001894,1156984
CE011433,1173999
CE012954,1176711
CE001740,1158475
CE005928,1164963
CE012261,1174729
CE008544,1168753
CE007255,1167201
CE006845,1165915
CE008355,1169846
CE009415,1170801
CE012422,1175890
CE004841,1162324
CE002232,1157754
CE008520,1168717
CE003122,1158917
CE007396,1167457
CE004521,1163910
CE012868,1176577
CE009715,1172221
CE006972,1166137
CE009634,1171128
CE009293,1170615
CE005265,1165311
CE010416,1171796
CE008252,1169690
CE009986,1173034
CE008066,1169576
CE011490,1174995
CE009806,1172380
CE004142,1161697
CE009740,1172264
CE004169,1161743
CE008705,1169026
CE005336,1165437
CE009794,1172360
CE004645,1163484
CE006305,1167040
CE001724,1158437
CE003793,1161051
CE011818,1175301
CE011472,1174967
CE003693,1160871
CE005731,1164595
CE001252,1154150
CE010592,1172091
CE000580,1152853
CE003647,1160775
CE002093,1157433
CE009335,1170683
CE008142,1170086
CE011054,1173397
CE005899,1164916
CE007747,1168030
CE005027,1162652
CE008034,1169523
CE001890,1156976
CE008384,1169894
CE002721,1160602
CE003913,1161292
CE000592,1152952
CE009802,1172373
CE002285,1157867
CE008055,1169563
CE002710,1160578
CE012915,1176653
CE010533,1171989
CE006241,1166536
CE001448,1154785
CE008149,1170107
CE004170,1161748
CE000979,1156802
CE001146,1156359
CE008989,1171430
CE001323,1154389
CE003549,1162154
CE009929,1172943
CE000973,1156793
CE007511,1167635
CE000307,1151288
CE012703,1176332
CE008428,1169968
CE010205,1172810
CE009562,1171018
CE005950,1165007
CE010783,1174271
CE010340,1171686
CE004375,1163222
CE007535,1167684
CE001039,1156078
CE007467,1167571
CE001601,1158200
CE006836,1165905
CE007772,1168069
CE006208,1166491
CE010018,1172523
CE004366,1163207
CE004193,1161804
CE007713,1167970
CE002668,1160504
CE013065,1176878
CE004833,1162307
CE002273,1157844
CE003703,1160886
CE008147,1170097
CE010602,1172106
CE006484,1166715
CE001725,1158438
CE011938,1175492
CE006791,1165841
CE010625,1174013
CE009641,1171138
CE005196,1162946
CE001848,1156874
CE007999,1169463
CE012197,1174620
CE012055,1174414
CE012312,1174804
CE001657,1158302
CE006591,1166920
CE003322,1159353
CE007498,1167617
CE003740,1160955
CE012057,1174418
CE002683,1160531
CE010465,1171879
CE011874,1175390
CE004106,1161634
CE010844,1174367
CE008986,1171425
CE011522,1175041
CE006782,1165827
CE009844,1172437
CE007423,1167494
CE007053,1168293
CE001068,1156154
CE010484,1171909
CE010929,1173215
CE001136,1156316
CE003006,1160452
CE012693,1176316
CE012819,1176501
CE012368,1174887
CE008904,1171280
CE000543,1152708
CE011508,1175023
CE007406,1167468
CE002631,1159928
CE009528,1170972
CE013390,1177342
CE000411,1151990
CE009531,1170977
CE004546,1163951
CE006061,1166234
CE012010,1175613
CE001903,1157010
CE012582,1176150
CE004741,1163654
CE000077,1153438
CE007253,1168640
CE001343,1154444
CE004327,1163142
CE006040,1165168
CE003789,1161045
CE008612,1168876
CE010169,1172760
CE010841,1174363
CE003416,1161921
CE004340,1163160
CE003997,1161442
CE011497,1175003
CE008732,1169074
CE009551,1171002
CE003117,1158907
CE005150,1162864
CE009114,1170318
CE001421,1154710
CE001710,1158398
CE001264,1154205
CE004460,1163362
CE004960,1162538
CE005754,1164631
CE011243,1173715
CE006998,1166180
CE004140,1161691
CE003620,1162302
CE011946,1175508
CE008689,1168995
CE010712,1174152
CE009012,1171471
CE003074,1158796
CE003989,1161427
CE005552,1164269
CE002490,1159636
CE005082,1162751
CE004237,1162971
CE003937,1161331
CE005717,1164569
CE010448,1171846
CE001604,1158203
CE002222,1157734
CE010422,1171804
CE001156,1156395
CE011585,1175135
CE013130,1176981
CE011688,1175686
CE011484,1174986
CE001906,1157016
CE005856,1164831
CE012477,1175979
CE011811,1175293
CE012377,1174900
CE006881,1165984
CE002728,1160610
CE012709,1176341
CE000953,1156735
CE009109,1170309
CE007070,1168317
CE003137,1158938
CE000124,1153584
CE001402,1154647
CE011667,1175264
CE005646,1164442
CE000075,1153430
CE012340,1174845
CE003641,1160764
CE004795,1163757
CE008743,1169092
CE000259,1150794
CE008340,1169826
CE001684,1158346
CE000073,1153425
CE006776,1165817
CE005877,1164872
CE007234,1168598
CE001946,1157099
CE003528,1162122
CE008014,1169485
CE012698,1176324
CE012090,1174468
CE006840,1165910
CE004790,1163744
CE003519,1162109
CE004690,1163560
CE008193,1170174
CE000883,1156586
CE003939,1161333
CE009777,1172328
CE011213,1173671
CE011796,1175277
CE003753,1160983
CE010187,1172785
CE002972,1160385
CE005218,1165225
CE012079,1174450
CE011454,1174940
CE004282,1163058
CE007850,1168207
CE005630,1164419
CE000475,1152426
CE010306,1171634
CE001560,1155129
CE007299,1167283
CE008525,1168724
CE000211,1153874
CE001347,1154462
CE005503,1164150
CE006285,1166602
CE006116,1166338
CE002800,1160036
CE003861,1161203
CE013284,1177196
CE004660,1163515
CE004572,1164001
CE006272,1166582
CE006332,1167084
CE001019,1156027
CE001792,1158612
CE003218,1159116
CE011683,1175679
CE010179,1172774
CE007536,1167686
CE001754,1158526
CE002999,1160438
CE004633,1163462
CE001735,1158464
CE001293,1154291
CE003787,1161042
CE003817,1161100
CE001350,1154471
CE011925,1175467
CE006438,1166639
CE009383,1170747
CE000817,1155806
CE003648,1160777
CE001558,1155121
CE009485,1170913
CE004846,1162330
CE004383,1163241
CE007696,1167941
CE001537,1155052
CE000835,1155841
CE007847,1168202
CE004208,1161834
CE005349,1165460
CE009647,1171147
CE003164,1158989
CE009213,1170490
CE012101,1174481
CE004090,1161607
CE010347,1171697
CE002784,1160007
CE009677,1172159
CE003069,1158783
CE011846,1175346
CE002685,1160536
CE007499,1167620
CE012881,1176594
CE003360,1159412
CE011992,1175581
CE002943,1160331
CE011840,1175335
CE004979,1162572
CE004947,1162512
CE000786,1155726
CE013042,1176840
CE006288,1167019
CE013119,1176962
CE007025,1168242
CE006812,1165874
CE003554,1162163
CE009060,1171540
CE006685,1165681
CE003959,1161376
CE001330,1154404
CE002103,1157451
CE008286,1169745
CE002331,1157974
CE005215,1165215
CE004483,1163840
CE006886,1165989
CE008945,1171367
CE005706,1164549
CE011854,1175359
CE005758,1164643
CE011831,1175319
CE012991,1176761
CE005978,1165052
CE000105,1153523
CE013217,1177129
CE009406,1170788
CE000447,1152276
CE001736,1158467
CE000444,1152225
CE001683,1158345
CE002021,1157262
CE010452,1171851
CE003711,1160902
CE001947,1157100
CE009856,1172455
CE008917,1171308
CE001843,1156860
CE004730,1163635
CE010239,1172861
CE012456,1175939
CE009328,1170672
CE006361,1167130
CE000430,1152126
CE012141,1174536
CE010636,1174028
CE012825,1176511
CE001914,1157035
CE000681,1155401
CE004832,1162306
CE012007,1175610
CE012987,1176757
CE010601,1172105
CE001542,1155072
CE007820,1168147
CE006078,1166260
CE001551,1155094
CE002345,1157996
CE008521,1168718
CE009475,1170896
CE006681,1165675
CE011737,1175758
CE006516,1166775
CE007682,1167922
CE005884,1164886
CE008601,1168853
CE000712,1155509
CE005906,1164927
CE002669,1160505
CE010738,1174191
CE005948,1165005
CE000721,1155535
CE005705,1164548
CE011755,1175783
CE012479,1175981
CE000449,1152286
CE011435,1174001
CE000492,1152509
CE010881,1173129
CE000739,1155580
CE000349,1151665
CE009472,1170891
CE007854,1168211
CE003917,1161299
CE008675,1168963
CE010617,1172130
CE000008,1150542
CE002661,1160493
CE000974,1156795
CE005915,1164943
CE011386,1173925
CE004068,1161566
CE000662,1155327
CE001985,1157197
CE009425,1170815
CE001165,1156425
CE006239,1166534
CE001166,1156426
CE009436,1170831
CE009984,1173031
CE012553,1176105
CE008939,1171350
CE009253,1170551
CE001957,1157120
CE004522,1163912
CE001923,1157052
CE007860,1168224
CE013208,1177119
CE004470,1163384
CE012833,1176523
CE001703,1158382
CE004727,1163629
CE012905,1176637
CE003738,1160950
CE005515,1164172
CE003377,1159459
CE002203,1157694
CE001544,1155078
CE011384,1173921
CE000448,1152285
CE011288,1173783
CE000358,1151714
CE009492,1170922
CE008352,1169841
CE002357,1158036
CE003694,1160872
CE011788,1175834
CE007973,1169424
CE002662,1160494
CE002906,1160271
CE001257,1154163
CE004304,1163103
CE008796,1169178
CE010255,1171549
CE009928,1172941
CE004920,1162466
CE012520,1176053
CE013303,1177223
CE007759,1168046
CE010272,1171580
CE009270,1170584
CE001992,1157207
CE005636,1164427
CE008299,1169763
CE000724,1155539
CE006387,1167165
CE007632,1167836
CE005761,1164647
CE008039,1169528
CE010330,1171668
CE009244,1170539
CE006076,1166257
CE009169,1170420
CE007685,1167926
CE012644,1176249
CE012352,1174860
CE005797,1164717
CE005266,1165313
CE002328,1157968
CE007888,1169272
CE003933,1161324
CE007709,1167964
CE000797,1155755
CE001382,1154595
CE009583,1171049
CE011986,1175573
CE012542,1176089
CE002945,1160335
CE005676,1164496
CE001487,1154893
CE004448,1163343
CE005305,1165381
CE001443,1154774
CE010472,1171889
CE006303,1167038
CE006850,1165931
CE005274,1165323
CE011963,1175540
CE009111,1170312
CE012567,1176126
CE000626,1155211
CE000370,1151795
CE007871,1169247
CE012955,1176713
CE009612,1171097
CE009608,1171089
CE011875,1175391
CE000482,1152463
CE011045,1173384
CE005663,1164471
CE006494,1166732
CE004126,1161670
CE012675,1176289
CE006903,1166019
CE011791,1175271
CE007238,1168605
CE001392,1154619
CE012778,1176434
CE001645,1158280
CE002885,1160208
CE009645,1171145
CE007351,1167374
CE004957,1162534
CE010488,1171914
CE001466,1154828
CE012697,1176323
CE006403,1167190
CE000618,1153083
CE002922,1160298
CE010136,1172707
CE009816,1172393
CE004866,1162364
CE007683,1167923
CE006250,1166549
CE007878,1169256
CE000190,1153779
CE002226,1157742
CE008000,1169466
CE007416,1167484
CE002454,1159577
CE006660,1165635
CE011278,1173767
CE012563,1176121
CE008207,1170198
CE011952,1175518
CE010224,1172839
CE012799,1176473
CE003079,1158806
CE000312,1151347
CE002267,1157820
CE012867,1176574
CE007148,1168456
CE005222,1165231
CE011770,1175803
CE002567,1159807
CE004471,1163385
CE011397,1173943
CE008833,1171177
CE000176,1153739
CE013283,1177195
CE010237,1172859
CE010474,1171892
CE009061,1171542
CE007072,1168319
CE005284,1165343
CE010130,1172700
CE008630,1168904
CE009695,1172193
CE007563,1167726
CE005940,1164984
CE000547,1152724
CE004801,1163768
CE005878,1164874
CE003974,1161402
CE008335,1169816
CE007083,1168343
CE006478,1166706
CE009055,1171533
CE012707,1176336
CE000775,1155688
CE004747,1163661
CE007510,1167634
CE000298,1151232
CE008662,1168943
CE007690,1167933
CE005388,1165528
CE005735,1164601
CE004336,1163154
CE003501,1162071
CE003810,1161087
CE000512,1152589
CE008664,1168949
CE010504,1171944
CE001834,1156833
CE011934,1175485
CE000426,1152110
CE013195,1177074
CE013311,1177234
CE008472,1168648
CE004547,1163954
CE012460,1175949
CE003256,1159193
CE010425,1171807
CE003168,1158997
CE010787,1174277
CE008439,1169989
CE010099,1172654
CE004412,1163292
CE004391,1163252
CE003251,1159185
CE012729,1176367
CE012516,1176043
CE007953,1169391
CE011584,1175131
CE010820,1174327
CE000948,1156723
CE011864,1175377
CE008981,1171417
CE004054,1161537
CE008564,1168791
CE012065,1174428
CE002108,1157468
CE002045,1157320
CE000589,1152935
CE000178,1153741
CE003228,1159138
CE005131,1162829
CE004749,1163666
CE004275,1163048
CE006138,1166373
CE003655,1160789
CE000650,1155290
CE002498,1159657
CE012195,1174618
CE003697,1160876
CE007205,1168554
CE005818,1164752
CE001979,1157189
CE000839,1155846
CE009465,1170879
CE004873,1162379
CE010270,1171577
CE006399,1167181
CE001219,1156538
CE008184,1170161
CE005123,1162819
CE007770,1168063
CE007638,1167848
CE004356,1163184
CE007312,1167305
CE009613,1171098
CE005556,1164275
CE003392,1161882
CE005777,1164674
CE011277,1173765
CE009116,1170321
CE001434,1154754
CE008876,1171238
CE012628,1176224
CE006356,1167121
CE006471,1166693
CE012518,1176047
CE004078,1161591
CE007790,1168098
CE001613,1158218
CE006536,1166815
CE012255,1174720
CE000192,1153786
CE013053,1176861
CE011744,1175769
CE007159,1168475
CE013261,1177156
CE004539,1163939
CE003841,1161164
CE010035,1172549
CE005013,1162623
CE000351,1151676
CE010671,1174085
CE011940,1175497
CE011487,1174990
CE008949,1171372
CE000507,1152575
CE002369,1158061
CE004558,1163974
CE010399,1171772
CE010221,1172833
CE000027,1153215
CE006669,1165653
CE003011,1160466
CE013160,1177025
CE001190,1156477
CE010540,1171999
CE002745,1160639
CE009322,1170662
CE000887,1156597
CE013366,1177310
CE005269,1165316
CE006821,1165885
CE001325,1154391
CE008101,1169633
CE007587,1167758
CE000353,1151687
CE002720,1160600
CE006627,1166976
CE011976,1175559
CE010643,1174037
CE010812,1174315
CE005648,1164446
CE003063,1158767
CE004021,1161481
CE002516,1159697
CE010662,1174064
CE005760,1164645
CE004911,1162451
CE006477,1166705
CE004291,1163077
CE010367,1171727
CE005204,1165187
CE012820,1176504
CE007919,1169333
CE001150,1156367
CE008115,1170053
CE006674,1165663
CE012356,1174867
CE005398,1165541
CE009226,1170513
CE004852,1162342
CE009804,1172376
CE006558,1166861
CE010189,1172787
CE011962,1175539
CE000346,1151649
CE007616,1167809
CE009915,1172913
CE001209,1156513
CE006709,1165718
CE002087,1157421
CE000198,1153799
CE001351,1154475
CE001968,1157153
CE012267,1174735
CE011186,1173631
CE002892,1160222
CE004481,1163833
CE003199,1159060
CE001687,1158352
CE006321,1167066
CE004578,1164008
CE007537,1167687
CE004235,1162969
CE010577,1172057
CE007570,1167733
CE001316,1154370
CE003368,1159438
CE009424,1170813
CE010157,1172741
CE004368,1163215
CE001375,1154576
CE008807,1169194
CE011292,1173791
CE002930,1160311
CE009064,1171545
CE001362,1154540
CE006519,1166784
CE012906,1176638
CE001010,1156001
CE000637,1155251
CE000246,1153993
CE008893,1171267
CE012733,1176373
CE008163,1170131
CE010861,1173096
CE002536,1159745
CE010771,1174257
CE006690,1165688
CE011721,1175738
CE006191,1166464
CE013241,1177141
CE002378,1158081
CE011886,1175409
CE005130,1162828
CE005999,1165087
CE009861,1172464
CE006789,1165838
CE002095,1157439
CE013304,1177224
CE011935,1175486
CE002856,1160146
CE003100,1158856
CE000365,1151775
CE000222,1153917
CE001277,1154235
CE012215,1174651
CE007177,1168508
CE012547,1176096
CE000631,1155230
CE010034,1172548
CE001574,1155181
CE013262,1177157
CE008524,1168723
CE003690,1160864
CE000585,1152913
CE011037,1173371
CE010059,1172582
CE004093,1161611
CE005393,1165534
CE008969,1171401
CE000936,1156701
CE006258,1166561
CE004734,1163645
CE004955,1162527
CE000714,1155513
CE005047,1162688
CE011607,1175170
CE004404,1163281
CE000128,1153599
CE003120,1158912
CE011645,1175228
CE010151,1172732
CE008337,1169819
CE004047,1161526
CE004709,1163592
CE010291,1171609
CE005611,1164380
CE009249,1170547
CE006649,1167012
CE007059,1168300
CE010098,1172651
CE011718,1175732
CE003329,1159365
CE005194,1162942
CE001097,1156234
CE003106,1158886
CE000768,1155673
CE009319,1170657
CE008326,1169801
CE007929,1169353
CE002417,1159484
CE000287,1151152
CE012087,1174462
CE009332,1170678
CE011629,1175209
CE006281,1166594
CE007791,1168099
CE005674,1164493
CE001704,1158386
CE001070,1156162
CE003504,1162075
CE010395,1171765
CE010572,1172047
CE006639,1166994
CE007109,1168386
CE003062,1158766
CE003576,1162202
CE004759,1163684
CE012639,1176239
CE010900,1173160
CE005838,1164792
CE005170,1162899
CE004066,1161564
CE004839,1162320
CE012702,1176331
CE002523,1159716
CE004991,1162593
CE003245,1159173
CE005597,1164348
CE001711,1158400
CE010865,1173102
CE004593,1163387
CE009341,1170692
CE011380,1173915
CE003443,1161968
CE008798,1169182
CE012601,1176180
CE005716,1164566
CE008963,1171394
CE009380,1170743
CE007235,1168600
CE005195,1162945
CE000016,1153140
CE001629,1158250
CE007531,1167677
CE003739,1160954
CE009318,1170656
CE004694,1163571
CE008423,1169960
CE007283,1167255
CE011930,1175481
CE005710,1164556
CE004761,1163686
CE000420,1152056
CE003786,1161040
CE008764,1169130
CE000959,1156756
CE001759,1158534
CE008205,1170194
CE008973,1171406
CE012186,1174605
CE000143,1153634
CE005557,1164277
CE009904,1172894
CE007541,1167691
CE005351,1165463
CE010391,1171760
CE011711,1175723
CE013146,1177005
CE006912,1166035
CE010485,1171911
CE001966,1157147
CE000792,1155746
CE002738,1160623
CE008109,1170042
CE003998,1161444
CE009518,1170956
CE001893,1156980
CE005301,1165372
CE006035,1165160
CE004036,1161510
CE004176,1161762
CE000529,1152638
CE007604,1167788
CE003698,1160877
CE004056,1161539
CE009966,1173003
CE006743,1165773
CE008009,1169479
CE004616,1163432
CE003491,1162056
CE000734,1155564
CE004695,1163572
CE002237,1157761
CE007156,1168470
CE002420,1159491
CE012687,1176309
CE007719,1167979
CE005251,1165291
CE009429,1170821
CE007806,1168125
CE011136,1173547
CE006927,1166057
CE009396,1170767
CE011371,1173904
CE011955,1175526
CE008094,1169622
CE009607,1171086
CE000412,1151996
CE000368,1151782
CE000149,1153654
CE003807,1161080
CE008503,1168687
CE008291,1169753
CE002180,1157638
CE002377,1158079
CE003812,1161089
CE000672,1155364
CE010208,1172817
CE004099,1161618
CE013239,1177139
CE008480,1168659
CE011053,1173396
CE003830,1161134
CE000187,1153772
CE010068,1172598
CE010069,1172599
CE012903,1176635
CE000828,1155827
CE013369,1177316
CE010088,1172640
CE011659,1175254
CE001675,1158333
CE009245,1170540
CE011417,1173972
CE006170,1166426
CE011676,1175666
CE004838,1162318
CE007014,1166206
CE005917,1164946
CE002011,1157245
CE007974,1169426
CE011466,1174957
CE002622,1159913
CE004685,1163554
CE002508,1159676
CE011578,1175120
CE010893,1173148
CE008485,1168668
CE003462,1162012
CE004655,1163508
CE004441,1163336
