org_id_a,org_id_b,org_name,relationship,source
GB-EDU-124487,GB-COH-06611453,NEWCASTLE-UNDER-LYME SCHOOL,sameas,Organisation company numbers
GB-EDU-124813,GB-COH-07605059,THOMAS MILLS HIGH SCHOOL,sameas,Organisation company numbers
GB-EDU-124876,GB-COH-00698102,SOUTH LEE SCHOOL LIMITED,sameas,Organisation company numbers
GB-EDU-124883,GB-COH-03142500,ST JOSEPH'S COLLEGE LIMITED,sameas,Organisation company numbers
GB-EDU-124992,GB-COH-07443184,SHALFORD INFANT SCHOOL LTD,sameas,Organisation company numbers
GB-EDU-125267,GB-COH-07545019,SUNBURY MANOR SCHOOL,sameas,Organisation company numbers
GB-EDU-125280,GB-COH-08144566,THE BISHOP WAND CHURCH OF ENGLAND SCHOOL,sameas,Organisation company numbers
GB-EDU-125301,GB-COH-07657277,COLLINGWOOD COLLEGE,sameas,Organisation company numbers
GB-EDU-125310,GB-COH-07686145,THAMESMEAD SCHOOL,sameas,Organisation company numbers
GB-EDU-125323,GB-COH-03595824,CRANLEIGH SCHOOL,sameas,Organisation company numbers
GB-EDU-125328,GB-COH-03303687,BISHOPSGATE SCHOOL LIMITED,sameas,Organisation company numbers
GB-EDU-125332,GB-COH-04009200,EPSOM COLLEGE,sameas,Organisation company numbers
GB-EDU-125336,GB-COH-03424289,DUKE OF KENT SCHOOL,sameas,Organisation company numbers
GB-EDU-125369,GB-COH-06636665,WOLDINGHAM SCHOOL,sameas,Organisation company numbers
GB-EDU-125380,GB-COH-00788782,EWELL CASTLE SCHOOL,sameas,Organisation company numbers
GB-EDU-125386,GB-COH-00925581,HAZELWOOD SCHOOL,sameas,Organisation company numbers
GB-EDU-125387,GB-COH-02072135,LINGFIELD COLLEGE,sameas,Organisation company numbers
GB-EDU-125393,GB-COH-04680792,LONGACRE SCHOOL,sameas,Organisation company numbers
GB-EDU-125397,GB-COH-02086298,HOE BRIDGE SCHOOL LIMITED,sameas,Organisation company numbers
GB-EDU-125399,GB-COH-02035304,GREENFIELD SCHOOL,sameas,Organisation company numbers
GB-EDU-125411,GB-COH-00575324,HALLIFORD SCHOOL LIMITED,sameas,Organisation company numbers
GB-EDU-125422,GB-COH-03954365,REIGATE GRAMMAR SCHOOL,sameas,Organisation company numbers
GB-EDU-125424,GB-COH-10874615,ROYAL GRAMMAR SCHOOL GUILDFORD,sameas,Organisation company numbers
GB-EDU-125425,GB-COH-03298142,SIR WILLIAM PERKINS'S SCHOOL,sameas,Organisation company numbers
GB-EDU-125427,GB-COH-05410420,CATERHAM SCHOOL,sameas,Organisation company numbers
GB-EDU-125770,GB-COH-07485466,ALCESTER GRAMMAR SCHOOL,sameas,Organisation company numbers
GB-EDU-126070,GB-COH-07686578,HAZELWICK SCHOOL,sameas,Organisation company numbers
GB-EDU-126104,GB-COH-05055346,OAKWOOD SCHOOL,sameas,Organisation company numbers
GB-EDU-126107,GB-COH-06232556,CHRIST'S HOSPITAL,sameas,Organisation company numbers
GB-EDU-126119,GB-COH-02823749,SLINDON COLLEGE LIMITED,sameas,Organisation company numbers
GB-EDU-126122,GB-COH-09038149,THE PREBENDAL SCHOOL,sameas,Organisation company numbers
GB-EDU-126137,GB-COH-04476558,WORTH SCHOOL,sameas,Organisation company numbers
GB-EDU-126139,GB-COH-00543113,FARNEY CLOSE SCHOOL LIMITED,sameas,Organisation company numbers
GB-EDU-126154,GB-COH-05063879,MUNTHAM HOUSE SCHOOL,sameas,Organisation company numbers
GB-EDU-126279,GB-COH-08713214,WESTLEA PRIMARY SCHOOL,sameas,Organisation company numbers
GB-EDU-126280,GB-COH-08714241,SHAW RIDGE PRIMARY SCHOOL,sameas,Organisation company numbers
GB-EDU-126418,GB-COH-08602255,DAUNTSEY ACADEMY PRIMARY SCHOOL,sameas,Organisation company numbers
GB-EDU-126461,GB-COH-07660247,HIGHWORTH WARNEFORD SCHOOL,sameas,Organisation company numbers
GB-EDU-126462,GB-COH-07990655,THE JOHN OF GAUNT SCHOOL,sameas,Organisation company numbers
GB-EDU-126498,GB-COH-07662809,PEWSEY VALE SCHOOL,sameas,Organisation company numbers
GB-EDU-126499,GB-COH-07556236,SHELDON SCHOOL,sameas,Organisation company numbers
GB-EDU-126504,GB-COH-07696999,ST JOSEPH'S CATHOLIC COLLEGE,sameas,Organisation company numbers
GB-EDU-126505,GB-COH-07682819,THE COMMONWEAL SCHOOL,sameas,Organisation company numbers
GB-EDU-126509,GB-COH-07344277,HARDENHUISH SCHOOL LIMITED,sameas,Organisation company numbers
GB-EDU-126517,GB-COH-06267911,CHAFYN GROVE SCHOOL,sameas,Organisation company numbers
GB-EDU-126518,GB-COH-04461932,SALISBURY CATHEDRAL SCHOOL LIMITED,sameas,Organisation company numbers
GB-EDU-126522,GB-COH-02990649,WARMINSTER SCHOOL,sameas,Organisation company numbers
GB-EDU-126532,GB-COH-05872694,DAUNTSEY'S SCHOOL,sameas,Organisation company numbers
GB-EDU-129489,GB-COH-08151601,PARKLANDS HIGH SCHOOL,sameas,Organisation company numbers
GB-EDU-129678,GB-COH-01591107,YORK STEINER SCHOOL LIMITED,sameas,Organisation company numbers
GB-EDU-130160,GB-COH-07715667,SUMMERCROFT PRIMARY SCHOOL,sameas,Organisation company numbers
GB-EDU-130401,GB-COH-05479648,CITY LIT,sameas,Organisation company numbers
GB-EDU-130412,GB-COH-02829836,MORLEY COLLEGE LIMITED,sameas,Organisation company numbers
GB-EDU-130419,GB-COH-02806910,WORKERS' EDUCATIONAL ASSOCIATION,sameas,Organisation company numbers
GB-EDU-130421,GB-COH-10601860,CAPITAL CITY COLLEGE GROUP,sameas,Organisation company numbers
GB-EDU-130423,GB-COH-10641164,UNITED COLLEGES GROUP,sameas,Organisation company numbers
GB-EDU-130430,GB-COH-10154627,LONDON SOUTH EAST COLLEGES LIMITED,sameas,Organisation company numbers
GB-EDU-130495,GB-COH-11198091,BOLTON COLLEGE,sameas,Organisation company numbers
GB-EDU-130500,GB-COH-10139143,THE MANCHESTER COLLEGE,sameas,Organisation company numbers
GB-EDU-130526,GB-COH-11283876,DONCASTER COLLEGE,sameas,Organisation company numbers
GB-EDU-130794,GB-COH-00066196,RUSKIN COLLEGE,sameas,Organisation company numbers
GB-EDU-130826,GB-COH-05436271,TASHBAR OF EDGWARE LIMITED,sameas,Organisation company numbers
GB-EDU-130828,GB-COH-11090286,GODALMING COLLEGE,sameas,Organisation company numbers
GB-EDU-130831,GB-COH-10821223,WOKING COLLEGE,sameas,Organisation company numbers
GB-EDU-131055,GB-COH-03143086,THE PRIORS SCHOOL,sameas,Organisation company numbers
GB-EDU-131104,GB-COH-07627110,OVERTON GRANGE SCHOOL,sameas,Organisation company numbers
GB-EDU-131205,GB-COH-07740516,"ABBEY COLLEGE, RAMSEY",sameas,Organisation company numbers
GB-EDU-131261,GB-COH-11468769,BARNET HILL ACADEMY,sameas,Organisation company numbers
GB-EDU-131351,GB-COH-03183775,EDUCARE SMALL SCHOOL LIMITED,sameas,Organisation company numbers
GB-EDU-131362,GB-COH-03622628,ST PAUL'S STEINER SCHOOL,sameas,Organisation company numbers
GB-EDU-131386,GB-COH-07944253,BLENHEIM HIGH SCHOOL,sameas,Organisation company numbers
GB-EDU-131473,GB-COH-07844694,JAMES BRINDLEY SCHOOL,sameas,Organisation company numbers
GB-EDU-131532,GB-COH-08658515,REGENCY HIGH SCHOOL,sameas,Organisation company numbers
GB-EDU-131548,GB-COH-09872386,MUSCLIFF PRIMARY SCHOOL,sameas,Organisation company numbers
GB-EDU-131572,GB-COH-08714452,PEATMOOR COMMUNITY PRIMARY SCHOOL,sameas,Organisation company numbers
GB-EDU-131599,GB-COH-07899198,WENTWORTH PRIMARY SCHOOL,sameas,Organisation company numbers
GB-EDU-131743,GB-COH-03518506,EMMAUS SCHOOL LTD,sameas,Organisation company numbers
GB-EDU-131860,GB-COH-02537501,THE DAVID LEWIS CENTRE,sameas,Organisation company numbers
GB-EDU-131872,GB-COH-02909953,EDUCATION AND SERVICES FOR PEOPLE WITH AUTISM LIMITED,sameas,Organisation company numbers
GB-EDU-131891,GB-COH-03031713,THE FORTUNE CENTRE OF RIDING THERAPY,sameas,Organisation company numbers
GB-EDU-131893,GB-COH-04956068,HOMEFIELD COLLEGE LIMITED,sameas,Organisation company numbers
GB-EDU-131904,GB-COH-08517429,LADYGROVE PARK PRIMARY SCHOOL,sameas,Organisation company numbers
GB-EDU-131923,GB-COH-01004194,THE MOUNT CAMPHILL COMMUNITY LIMITED,sameas,Organisation company numbers
GB-EDU-131959,GB-COH-00408340,PORTLAND COLLEGE,sameas,Organisation company numbers
GB-EDU-131963,GB-COH-03387540,QUEEN ALEXANDRA COLLEGE,sameas,Organisation company numbers
GB-EDU-132015,GB-COH-11087989,ST ELIZABETH'S CENTRE,sameas,Organisation company numbers
GB-EDU-132095,GB-COH-03364291,LANCASTER STEINER SCHOOL LTD,sameas,Organisation company numbers
GB-EDU-132099,GB-COH-07341618,PARADISE PRIMARY SCHOOL LIMITED,sameas,Organisation company numbers
GB-EDU-132193,GB-COH-07685652,LETHBRIDGE PRIMARY SCHOOL,sameas,Organisation company numbers
GB-EDU-132207,GB-COH-08027879,FIRTHMOOR PRIMARY SCHOOL,sameas,Organisation company numbers
GB-EDU-132437,GB-COH-SC035577,ARDVRECK SCHOOL LIMITED,sameas,Organisation company numbers
GB-EDU-132447,GB-COH-SC014265,MERCHISTON CASTLE SCHOOL,sameas,Organisation company numbers
GB-EDU-132743,GB-COH-03618159,VALUES ACADEMY,sameas,Organisation company numbers
GB-EDU-132750,GB-COH-12135851,ABU BAKR GIRLS SCHOOL LTD,sameas,Organisation company numbers
GB-EDU-133052,GB-COH-00381332,LONDON SCHOOL OF THEOLOGY,sameas,Organisation company numbers
GB-EDU-133173,GB-COH-08615826,DERWEN COLLEGE,sameas,Organisation company numbers
GB-EDU-133349,GB-COH-06305498,JAMEAH ACADEMY,sameas,Organisation company numbers
GB-EDU-133386,GB-COH-04220486,GREIG CITY ACADEMY,sameas,Organisation company numbers
GB-EDU-133539,GB-COH-05189339,GREAT OAKS SMALL SCHOOL,sameas,Organisation company numbers
GB-EDU-133550,GB-COH-07943378,WOODLAND VIEW PRIMARY SCHOOL,sameas,Organisation company numbers
GB-EDU-133553,GB-COH-04311026,TORAH VODAAS LIMITED,sameas,Organisation company numbers
GB-EDU-133582,GB-COH-08713217,MILLBROOK PRIMARY SCHOOL,sameas,Organisation company numbers
GB-EDU-133603,GB-COH-09103432,GREENFIELDS PRIMARY SCHOOL LTD,sameas,Organisation company numbers
GB-EDU-133806,GB-COH-04793659,CANTERBURY CHRIST CHURCH UNIVERSITY,sameas,Organisation company numbers
GB-EDU-133811,GB-COH-03079282,UNIVERSITY OF DERBY,sameas,Organisation company numbers
GB-EDU-133816,GB-COH-00974438,LONDON METROPOLITAN UNIVERSITY,sameas,Organisation company numbers
GB-EDU-133818,GB-COH-06023243,UNIVERSITY OF GLOUCESTERSHIRE,sameas,Organisation company numbers
GB-EDU-133826,GB-COH-03285547,LIVERPOOL HOPE UNIVERSITY,sameas,Organisation company numbers
GB-EDU-133835,GB-COH-11963500,BISHOP GROSSETESTE UNIVERSITY,sameas,Organisation company numbers
GB-EDU-133838,GB-COH-06305220,LEEDS TRINITY UNIVERSITY,sameas,Organisation company numbers
GB-EDU-133842,GB-COH-04714889,UNIVERSITY OF MANCHESTER,sameas,Organisation company numbers
GB-EDU-133873,GB-COH-00986761,LONDON SOUTH BANK UNIVERSITY,sameas,Organisation company numbers
GB-EDU-133876,GB-COH-00986729,UNIVERSITY OF GREENWICH,sameas,Organisation company numbers
GB-EDU-133880,GB-COH-05969256,UNIVERSITY OF WINCHESTER,sameas,Organisation company numbers
GB-EDU-133884,GB-COH-05161359,ROEHAMPTON UNIVERSITY,sameas,Organisation company numbers
GB-EDU-133891,GB-COH-08049710,HARPER ADAMS UNIVERSITY,sameas,Organisation company numbers
GB-EDU-133895,GB-COH-05977277,"ST MARY'S UNIVERSITY, TWICKENHAM",sameas,Organisation company numbers
GB-EDU-133910,GB-COH-00070527,LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE,sameas,Organisation company numbers
GB-EDU-133914,GB-COH-04498683,YORK ST JOHN UNIVERSITY,sameas,Organisation company numbers
GB-EDU-133963,GB-COH-09872178,KINGSLEIGH PRIMARY SCHOOL,sameas,Organisation company numbers
GB-EDU-133986,GB-COH-08599777,CAWSTON GRANGE PRIMARY SCHOOL,sameas,Organisation company numbers
GB-EDU-134095,GB-COH-08693259,SKELTON PRIMARY SCHOOL,sameas,Organisation company numbers
GB-EDU-134140,GB-COH-06421563,DARUL ULOOM DAWATUL IMAAN,sameas,Organisation company numbers
GB-EDU-134154,GB-COH-04464432,COURTAULD INSTITUTE OF ART,sameas,Organisation company numbers
GB-EDU-134280,GB-COH-08424090,ACOCKS GREEN PRIMARY SCHOOL,sameas,Organisation company numbers
GB-EDU-134573,GB-COH-05157653,FROM BOYHOOD TO MANHOOD FOUNDATION,sameas,Organisation company numbers
GB-EDU-134577,GB-COH-13303555,ZAKARIYA PRIMARY SCHOOL LIMITED,sameas,Organisation company numbers
GB-EDU-134634,GB-COH-04305048,STEP BY STEP SCHOOL LIMITED,sameas,Organisation company numbers
GB-EDU-134833,GB-COH-02889781,UNDERSHAW EDUCATION TRUST,sameas,Organisation company numbers
GB-EDU-135044,GB-COH-07806338,LICKHILL PRIMARY SCHOOL,sameas,Organisation company numbers
GB-EDU-135069,GB-COH-08488749,THREE WAYS SCHOOL,sameas,Organisation company numbers
GB-EDU-135175,GB-COH-04270330,PARAYHOUSE SCHOOL,sameas,Organisation company numbers
GB-EDU-135238,GB-COH-05994505,WARD END COMMUNITY COLLEGE LIMITED,sameas,Organisation company numbers
GB-EDU-135264,GB-COH-05144640,ST MATTHEW ACADEMY,sameas,Organisation company numbers
GB-EDU-135290,GB-COH-06202969,THE MARSH ACADEMY,sameas,Organisation company numbers
GB-EDU-135295,GB-COH-02432546,JOHN CABOT ACADEMY,sameas,Organisation company numbers
GB-EDU-135305,GB-COH-06207067,SPIRES ACADEMY,sameas,Organisation company numbers
GB-EDU-135314,GB-COH-06162865,ST AIDAN'S CHURCH OF ENGLAND ACADEMY LIMITED,sameas,Organisation company numbers
GB-EDU-135393,GB-COH-06188419,HOPE HOUSE SCHOOL LIMITED,sameas,Organisation company numbers
GB-EDU-135409,GB-COH-06288947,LONDON CHRISTIAN SCHOOL LTD,sameas,Organisation company numbers
GB-EDU-135633,GB-COH-07220595,AIM HABONIM,sameas,Organisation company numbers
GB-EDU-135662,GB-COH-06479771,THE HEREFORD ACADEMY,sameas,Organisation company numbers
GB-EDU-135735,GB-COH-04158590,INAURA SCHOOL,sameas,Organisation company numbers
GB-EDU-135770,GB-COH-08304387,ESSA ACADEMY,sameas,Organisation company numbers
GB-EDU-135800,GB-COH-05507547,FASHION RETAIL ACADEMY,sameas,Organisation company numbers
GB-EDU-135818,GB-COH-06268570,CASTLE VIEW ENTERPRISE ACADEMY,sameas,Organisation company numbers
GB-EDU-135870,GB-COH-08246313,RICKLEY PARK PRIMARY SCHOOL,sameas,Organisation company numbers
GB-EDU-135875,GB-COH-06735003,MANCHESTER HEALTH ACADEMY,sameas,Organisation company numbers
GB-EDU-135879,GB-COH-06745367,THE AYLESBURY VALE ACADEMY,sameas,Organisation company numbers
GB-EDU-135882,GB-COH-08291293,THE WISDOM ACADEMY LTD,sameas,Organisation company numbers
GB-EDU-135904,GB-COH-06934137,CITY ACADEMY NORWICH,sameas,Organisation company numbers
GB-EDU-135948,GB-COH-00241676,MANCHESTER SETTLEMENT,sameas,Organisation company numbers
GB-EDU-135971,GB-COH-06988928,PARK HALL ACADEMY,sameas,Organisation company numbers
GB-EDU-136016,GB-COH-06831538,"ALL SAINTS' ACADEMY, CHELTENHAM",sameas,Organisation company numbers
GB-EDU-136125,GB-COH-07148158,THE BOURNE ACADEMY,sameas,Organisation company numbers
GB-EDU-136141,GB-COH-07103919,THE SUTTON ACADEMY,sameas,Organisation company numbers
GB-EDU-136175,GB-COH-07208598,DOVER CHRIST CHURCH ACADEMY,sameas,Organisation company numbers
GB-EDU-136210,GB-COH-07118802,FITRAH SIPS,sameas,Organisation company numbers
GB-EDU-136213,GB-COH-07310176,HARBORNE ACADEMY,sameas,Organisation company numbers
GB-EDU-136231,GB-COH-07236388,BNOS BEIS YAAKOV PRIMARY SCHOOL LIMITED,sameas,Organisation company numbers
GB-EDU-136258,GB-COH-07167919,BAHR ACADEMY,sameas,Organisation company numbers
GB-EDU-136267,GB-COH-07346826,CHADWELL HEATH ACADEMY,sameas,Organisation company numbers
GB-EDU-136275,GB-COH-07324340,THE PREMIER ACADEMY LIMITED,sameas,Organisation company numbers
GB-EDU-136276,GB-COH-07348288,WATFORD GRAMMAR SCHOOL FOR BOYS,sameas,Organisation company numbers
GB-EDU-136285,GB-COH-07343156,SEATON ACADEMY,sameas,Organisation company numbers
GB-EDU-136289,GB-COH-07348254,WATFORD GRAMMAR SCHOOL FOR GIRLS,sameas,Organisation company numbers
GB-EDU-136294,GB-COH-07341553,HUISH EPISCOPI ACADEMY,sameas,Organisation company numbers
GB-EDU-136296,GB-COH-07344277,HARDENHUISH SCHOOL LIMITED,sameas,Organisation company numbers
GB-EDU-136299,GB-COH-07333885,NORTHAMPTON SCHOOL FOR BOYS,sameas,Organisation company numbers
GB-EDU-136303,GB-COH-07380068,PARK HALL INFANT ACADEMY,sameas,Organisation company numbers
GB-EDU-136306,GB-COH-07331954,SIR THOMAS RICH'S SCHOOL,sameas,Organisation company numbers
GB-EDU-136307,GB-COH-07398941,HIGHDOWN SCHOOL AND SIXTH FORM CENTRE,sameas,Organisation company numbers
GB-EDU-136316,GB-COH-07400940,FOREST ACADEMY,sameas,Organisation company numbers
GB-EDU-136317,GB-COH-07401373,SANDWICH TECHNOLOGY SCHOOL,sameas,Organisation company numbers
GB-EDU-136321,GB-COH-07394671,TORQUAY BOYS' GRAMMAR SCHOOL,sameas,Organisation company numbers
GB-EDU-136327,GB-COH-07380398,KINGSMEAD SCHOOL,sameas,Organisation company numbers
GB-EDU-136329,GB-COH-07416734,GURU NANAK SIKH ACADEMY LIMITED,sameas,Organisation company numbers
GB-EDU-136332,GB-COH-07330691,CROSSHALL INFANT SCHOOL ACADEMY TRUST,sameas,Organisation company numbers
GB-EDU-136334,GB-COH-07379768,BETHS GRAMMAR SCHOOL,sameas,Organisation company numbers
GB-EDU-136340,GB-COH-07404747,SANDBACH HIGH SCHOOL AND SIXTH FORM COLLEGE,sameas,Organisation company numbers
GB-EDU-136350,GB-COH-07330058,CAISTOR GRAMMAR SCHOOL,sameas,Organisation company numbers
GB-EDU-136353,GB-COH-07369704,PATE'S GRAMMAR SCHOOL,sameas,Organisation company numbers
GB-EDU-136355,GB-COH-07393519,DARRICK WOOD SCHOOL,sameas,Organisation company numbers
GB-EDU-136359,GB-COH-07406122,DARTFORD GRAMMAR SCHOOL,sameas,Organisation company numbers
GB-EDU-136369,GB-COH-07455732,BEXLEY GRAMMAR SCHOOL,sameas,Organisation company numbers
GB-EDU-136376,GB-COH-07411759,PARK ROAD ACADEMY PRIMARY SCHOOL,sameas,Organisation company numbers
GB-EDU-136377,GB-COH-07458631,WELLINGTON SCHOOL,sameas,Organisation company numbers
GB-EDU-136381,GB-COH-07441463,LANCASTER GIRLS' GRAMMAR SCHOOL,sameas,Organisation company numbers
GB-EDU-136382,GB-COH-07455452,CHATHAM & CLARENDON GRAMMAR SCHOOL,sameas,Organisation company numbers
GB-EDU-136383,GB-COH-07459742,BODMIN COLLEGE,sameas,Organisation company numbers
GB-EDU-136386,GB-COH-07465520,WHITBURN CHURCH OF ENGLAND ACADEMY,sameas,Organisation company numbers
GB-EDU-136387,GB-COH-07451781,THE OCKENDON ACADEMY,sameas,Organisation company numbers
GB-EDU-136390,GB-COH-07461173,CLITHEROE ROYAL GRAMMAR SCHOOL,sameas,Organisation company numbers
GB-EDU-136391,GB-COH-07451741,SOUTH WILTS GRAMMAR SCHOOL,sameas,Organisation company numbers
GB-EDU-136395,GB-COH-07458484,LEVER EDGE PRIMARY ACADEMY,sameas,Organisation company numbers
GB-EDU-136396,GB-COH-07447497,THE BROXBOURNE SCHOOL,sameas,Organisation company numbers
GB-EDU-136412,GB-COH-07445392,CHELMSFORD COUNTY HIGH SCHOOL FOR GIRLS,sameas,Organisation company numbers
GB-EDU-136413,GB-COH-07470621,HILLYFIELD PRIMARY ACADEMY,sameas,Organisation company numbers
GB-EDU-136416,GB-COH-07467445,DEBENHAM HIGH SCHOOL,sameas,Organisation company numbers
GB-EDU-136417,GB-COH-07455728,TONBRIDGE GRAMMAR SCHOOL,sameas,Organisation company numbers
GB-EDU-136419,GB-COH-07451811,DR CHALLONER'S GRAMMAR SCHOOL,sameas,Organisation company numbers
GB-EDU-136441,GB-COH-07477728,THE FLITCH GREEN ACADEMY,sameas,Organisation company numbers
GB-EDU-136448,GB-COH-07494754,KENDRICK SCHOOL,sameas,Organisation company numbers
GB-EDU-136449,GB-COH-07475515,READING SCHOOL,sameas,Organisation company numbers
GB-EDU-136465,GB-COH-07498923,HERNE BAY HIGH SCHOOL,sameas,Organisation company numbers
GB-EDU-136467,GB-COH-07527090,CHISLEHURST SCHOOL FOR GIRLS,sameas,Organisation company numbers
GB-EDU-136483,GB-COH-07495165,OLDFIELD SCHOOL,sameas,Organisation company numbers
GB-EDU-136492,GB-COH-07530497,BRADWORTHY PRIMARY ACADEMY,sameas,Organisation company numbers
GB-EDU-136498,GB-COH-07538380,SALE GRAMMAR SCHOOL,sameas,Organisation company numbers
GB-EDU-136500,GB-COH-07525856,BISHOP WORDSWORTH'S CHURCH OF ENGLAND GRAMMAR SCHOOL,sameas,Organisation company numbers
GB-EDU-136501,GB-COH-07539918,SIR ROGER MANWOOD'S SCHOOL,sameas,Organisation company numbers
GB-EDU-136505,GB-COH-07524069,THE ECCLESBOURNE SCHOOL,sameas,Organisation company numbers
GB-EDU-136510,GB-COH-07116724,NORTHLEIGH HOUSE SCHOOL LTD,sameas,Organisation company numbers
GB-EDU-136519,GB-COH-07557791,HAYDON SCHOOL,sameas,Organisation company numbers
GB-EDU-136521,GB-COH-07536795,LANGLEY GRAMMAR SCHOOL,sameas,Organisation company numbers
GB-EDU-136522,GB-COH-07559818,CRANFORD COMMUNITY COLLEGE,sameas,Organisation company numbers
GB-EDU-136529,GB-COH-07545019,SUNBURY MANOR SCHOOL,sameas,Organisation company numbers
GB-EDU-136539,GB-COH-07556185,EATON BRAY ACADEMY,sameas,Organisation company numbers
GB-EDU-136542,GB-COH-07566298,HARTWELL PRIMARY SCHOOL,sameas,Organisation company numbers
GB-EDU-136543,GB-COH-07570395,THE BISHOPS' BLUE COAT CHURCH OF ENGLAND HIGH SCHOOL,sameas,Organisation company numbers
GB-EDU-136554,GB-COH-07559285,DAME ALICE OWEN'S SCHOOL,sameas,Organisation company numbers
GB-EDU-136556,GB-COH-07561356,PLYMPTON ACADEMY,sameas,Organisation company numbers
GB-EDU-136559,GB-COH-07566436,REDBORNE UPPER SCHOOL AND COMMUNITY COLLEGE,sameas,Organisation company numbers
GB-EDU-136560,GB-COH-07566455,WOODLAND MIDDLE SCHOOL ACADEMY,sameas,Organisation company numbers
GB-EDU-136567,GB-COH-07557657,PENAIR SCHOOL,sameas,Organisation company numbers
GB-EDU-136578,GB-COH-07489196,THE CRYPT SCHOOL,sameas,Organisation company numbers
GB-EDU-136588,GB-COH-07556657,DEVONPORT HIGH SCHOOL FOR GIRLS,sameas,Organisation company numbers
GB-EDU-136589,GB-COH-07523506,BARTLEY GREEN SCHOOL,sameas,Organisation company numbers
GB-EDU-136590,GB-COH-07563329,KINGS NORTON GIRLS' SCHOOL,sameas,Organisation company numbers
GB-EDU-136593,GB-COH-07511610,FAIRFIELD HIGH SCHOOL FOR GIRLS,sameas,Organisation company numbers
GB-EDU-136600,GB-COH-07547060,THE COOPERS' COMPANY AND COBORN SCHOOL,sameas,Organisation company numbers
GB-EDU-136602,GB-COH-07566505,ST MARGARET'S ACADEMY,sameas,Organisation company numbers
GB-EDU-136605,GB-COH-07552735,WILLIAM DE FERRERS SCHOOL,sameas,Organisation company numbers
GB-EDU-136606,GB-COH-07563361,RICKMANSWORTH SCHOOL,sameas,Organisation company numbers
GB-EDU-136608,GB-COH-07552786,THE KNIGHTS TEMPLAR SCHOOL,sameas,Organisation company numbers
GB-EDU-136612,GB-COH-07554085,EXMOUTH COMMUNITY COLLEGE,sameas,Organisation company numbers
GB-EDU-136614,GB-COH-07525178,POOL ACADEMY,sameas,Organisation company numbers
GB-EDU-136615,GB-COH-07538459,THE TIFFIN GIRLS' SCHOOL,sameas,Organisation company numbers
GB-EDU-136616,GB-COH-07538389,WOOD GREEN ACADEMY,sameas,Organisation company numbers
GB-EDU-136621,GB-COH-07536970,WILSON'S SCHOOL,sameas,Organisation company numbers
GB-EDU-136622,GB-COH-07485466,ALCESTER GRAMMAR SCHOOL,sameas,Organisation company numbers
GB-EDU-136623,GB-COH-07550474,CHOSEN HILL SCHOOL,sameas,Organisation company numbers
GB-EDU-136625,GB-COH-07540256,DAVENANT FOUNDATION SCHOOL,sameas,Organisation company numbers
GB-EDU-136629,GB-COH-07556159,UPPINGHAM COMMUNITY COLLEGE,sameas,Organisation company numbers
GB-EDU-136631,GB-COH-07570315,SWAKELEYS SCHOOL FOR GIRLS,sameas,Organisation company numbers
GB-EDU-136632,GB-COH-07556236,SHELDON SCHOOL,sameas,Organisation company numbers
GB-EDU-136634,GB-COH-07560177,WEST PARK SCHOOL,sameas,Organisation company numbers
GB-EDU-136639,GB-COH-07547023,KINGSMEAD ACADEMY,sameas,Organisation company numbers
GB-EDU-136640,GB-COH-07560175,THE MOUNTBATTEN SCHOOL,sameas,Organisation company numbers
GB-EDU-136641,GB-COH-07561488,FREEMANTLE CHURCH OF ENGLAND COMMUNITY ACADEMY,sameas,Organisation company numbers
GB-EDU-136642,GB-COH-07563345,"KING EDWARD VI GRAMMAR SCHOOL, CHELMSFORD",sameas,Organisation company numbers
GB-EDU-136648,GB-COH-07548734,HAYES SCHOOL,sameas,Organisation company numbers
GB-EDU-136653,GB-COH-07531756,ALDERMAN JACOBS SCHOOL,sameas,Organisation company numbers
GB-EDU-136658,GB-COH-07552702,EAST BARNET SCHOOL,sameas,Organisation company numbers
GB-EDU-136666,GB-COH-07538730,DENMARK ROAD HIGH SCHOOL,sameas,Organisation company numbers
GB-EDU-136672,GB-COH-07547393,THE HAYFIELD SCHOOL,sameas,Organisation company numbers
GB-EDU-136717,GB-COH-07604183,HODGSON ACADEMY,sameas,Organisation company numbers
GB-EDU-136719,GB-COH-07596997,THE BURGATE SCHOOL AND SIXTH FORM,sameas,Organisation company numbers
GB-EDU-136725,GB-COH-07524244,CHELTENHAM BOURNSIDE SCHOOL AND SIXTH FORM CENTRE,sameas,Organisation company numbers
GB-EDU-136727,GB-COH-07584611,OAKWOOD PARK GRAMMAR SCHOOL,sameas,Organisation company numbers
GB-EDU-136732,GB-COH-07584063,QUEEN ELIZABETH GRAMMAR SCHOOL PENRITH,sameas,Organisation company numbers
GB-EDU-136734,GB-COH-07601846,BUTTSBURY JUNIOR SCHOOL,sameas,Organisation company numbers
GB-EDU-136742,GB-COH-07469330,LANCASTER ROYAL GRAMMAR SCHOOL,sameas,Organisation company numbers
GB-EDU-136756,GB-COH-07627110,OVERTON GRANGE SCHOOL,sameas,Organisation company numbers
GB-EDU-136763,GB-COH-07631213,HIGHCLIFFE SCHOOL,sameas,Organisation company numbers
GB-EDU-136764,GB-COH-07606409,WINCHCOMBE SCHOOL,sameas,Organisation company numbers
